7015960,干锅居2至4人套餐,干锅居(科技路店),659,148,247,【西安市高新区科技路26号质检大厦对面】
7032644,干锅居198套餐,干锅居(科技路店),182,198,307,【西安市高新区科技路26号质检大厦对面】
39291933,干锅居双人干锅辣子鸡套餐,干锅居(科技路店),5,79,159,【西安市高新区科技路26号质检大厦对面】
11747304,干锅居重庆火锅双人餐,干锅居(科技路店),28,98,196,【西安市高新区科技路26号质检大厦对面】
3807519,巴爷鸡煲双人餐,巴爷鸡煲火锅,71,99,122,【西安市高陵县东二环路鸿禧花园东门向南50米路西】
3519249,巴爷鸡煲火锅4人餐,巴爷鸡煲火锅,35,188,229,【西安市高陵县东二环路鸿禧花园东门向南50米路西】
39107850,双人餐！免费WiFi！,文上鲜,48,108,220,【西安市未央区开元路与凤城十路十字西南角】
39110610,文上鲜超值4人餐,文上鲜,13,268,382,【西安市未央区开元路与凤城十路十字西南角】
39107777,文上鲜火锅100元代金券,文上鲜,22,79,100,【西安市未央区开元路与凤城十路十字西南角】
35870607,100元代金券！免费WiFi可叠加,我要牛市鲜牛火锅,75,79.9,100,【西安市碑林区劳动南路31号】
35874363,我要牛市2-3人午市套餐,我要牛市鲜牛火锅,8,158,244,【西安市碑林区劳动南路31号】
35874616,我要牛市6-8人午市套餐,我要牛市鲜牛火锅,11,398,700,【西安市碑林区劳动南路31号】
3247416,御品皇组合锅套餐,御品皇三汁焖锅,671,158,327,【西安市长安区西长安街555号澳堡时代广场4层】
3652747,御品皇焖锅100元代金券,御品皇三汁焖锅,855,84,100,【西安市长安区西长安街555号澳堡时代广场4层】
35592753,尚捞午市单人自助,尚捞港式捞吧(龙湖星悦荟店),633,35.8,39,【西安市莲湖区大兴东路与星火路十字西南角龙湖星悦荟负一层】
35592838,尚捞港式捞吧自助单人餐,尚捞港式捞吧(龙湖星悦荟店),1290,36.8,39,【西安市莲湖区大兴东路与星火路十字西南角龙湖星悦荟负一层】
38833011,御品皇精品双人餐,御品皇三汁焖锅,0,88,112,【西安市长安区西长安街555号澳堡时代广场4层】
38833521,御品皇3-4人餐,御品皇三汁焖锅,1,128,174,【西安市长安区西长安街555号澳堡时代广场4层】
662161,魔锅坊香锅2至3人餐,户县魔锅坊麻辣香锅,684,88,108,【西安市户县其他人民路小丰村十字西200米】
662625,魔锅坊香锅4至6人套,户县魔锅坊麻辣香锅,179,138,178,【西安市户县其他人民路小丰村十字西200米】
662278,魔锅坊香锅3至5人,户县魔锅坊麻辣香锅,142,118,158,【西安市户县其他人民路小丰村十字西200米】
2820923,魔锅坊6至8人餐,户县魔锅坊麻辣香锅,41,178,230,【西安市户县其他人民路小丰村十字西200米】
41010821,3人餐！可使用包间，免费WiFi，需预约！,欢乐时光火锅,1,78,133,【西安市未央区龙首村十字印象城4号楼12层1209室】
41010922,欢乐时光火锅4-6人餐,欢乐时光火锅,0,168,203,【西安市未央区龙首村十字印象城4号楼12层1209室】
40928478,欢乐时光火锅100元代金券,欢乐时光火锅,0,75,100,【西安市未央区龙首村十字印象城4号楼12层1209室】
